Numéro d'appareil;Numéro d'agrément;Numéro de campus;Nom de l'exploitant;Commune;Province;Fabricant;Modèle;Type d'utilisation;Hopitaux en association
10268;42;2990;CENTRE HOSPITALIER BOIS DE L'ABBAYE;Seraing;Liège;Siemens;SIEMENS-SOMATOM Definition Flash;;
10269;42;3000;CENTRE HOSPITALIER BOIS DE L'ABBAYE;Waremme;Liège;Siemens;SIEMENS-SOMATOM Emotion;;
10270;346;1710;CENTRES HOSPITALIERS JOLIMONT;Nivelles;Brabant wallon;Siemens;SIEMES-SOMATOM Definition AS 128;;
10271;346;1720;CENTRES HOSPITALIERS JOLIMONT;Tubize;Brabant wallon;Siemens;SIEMENS-SOMATOM Emotion;;
10272;77;1570;CHU BRUGMANN;Neder-Over-Heembeek;Bruxelles-Capitale;Siemens;SIEMENS-SOMATOM Definition AS+;;
10273;106;1340;ALGEMEEN ZIEKENHUIS SINT- MARIA;Halle;Brabant Flamand;Siemens;SIEMENS-SOMATOM Definition AS+;;
10274;87;1540;HOPITAUX IRIS SUD - IRIS ZIEKENHUIZEN ZUID;Anderlecht;Bruxelles-Capitale;GE;GE-Revolution Evo;;
10275;689;2040;IMELDA ZIEKENHUIS;Bonheiden;Anvers;Siemens;SIEMENS SOMATOM FORCE;;
10276;322;4230;UNIVERSITAIRE ZIEKENHUIZEN K.U.L.;Leuven;Brabant Flamand;Brainlab;AIRO;;
10277;126;1790;ONZE LIEVE VROUW ZIEKENHUIS;Ninove;Flandre Orientale;Siemens;SIEMENS-SOMATOM Perspective;;
10278;87;1560;HOPITAUX IRIS SUD - IRIS ZIEKENHUIZEN ZUID;Ixelles;Bruxelles-Capitale;GE;REVOLUTION EVO;;
10279;396;1090;ALGEMEEN ZIEKENHUIS GROENINGE;Kortrijk;Flandre Occidentale;GE;GE-Optima CT580W;;
10281;371;3560;ZIEKENHUIS OOST-LIMBURG;Genk;Limbourg;Siemens;SIEMENS-SOMATOM Force;;
10282;23;2860;CLINIQUE ANDRE RENARD;Herstal;Liège;Toshiba;TOSHIBA-Aquilion Prime;;
10283;143;4200;UNIVERSITAIR ZIEKENHUIS BRUSSEL;Jette;Bruxelles-Capitale;GE;GE-Revolution CT;;
10284;396;1090;ALGEMEEN ZIEKENHUIS GROENINGE;Kortrijk;Flandre Occidentale;GE;GE-Revolution Evo;;
10285;396;1090;ALGEMEEN ZIEKENHUIS GROENINGE;Kortrijk;Flandre Occidentale;GE;GE-Revolution CT;;
10286;32;1845;ALGEMEEN ZIEKENHUIS ALMA;Eeklo;Flandre Orientale;GE;GE-Revolution CT;;
10287;412;3420;CENTRE HOSPITALIER REGIONAL DE LA CITADELLE;Liège;Liège;Siemens;Somatom Scope Power 32;;
10288;716;3670;ALGEMEEN ZIEKENHUIS VESALIUS;Tongeren;Limbourg;GE;GE-Revolution CT;;
10289;7;2790;CENTRE HOSPITALIER DE LA HAUTE SENNE;Soignies;Hainaut;GE HEALTHCARE;REVOLUTION DISCOVERY CT;;
10290;168;3240;VIVALIA - CENTRE HOSPITALIER DE L'ARDENNE;Libramont-Chevigny;Luxembourg;Siemens;Somatom Perspective 128;;
10291;247;2770;CENTRE HOSPITALIER DE MOUSCRON;Mouscron;Hainaut;Toshiba;TOSHIBA-Aquilion Prime;;
10292;63;1280;ALGEMEEN ZIEKENHUIS TURNHOUT;Turnhout;Anvers;GE;GE-Revolution CT;;
10293;406;4210;CLINIQUES UNIVERSITAIRES DE BRUXELLES HOPITAL ERASME;Anderlecht;Bruxelles-Capitale;Siemens;SIEMENS SOMATOM DEFINITION AS ;;
10294;247;2770;CENTRE HOSPITALIER DE MOUSCRON;Mouscron;Hainaut;Toshiba;Aquilion Prime 80 (TSX-303A/AC);;
10295;124;1920;ST.-JOZEFSKLINIEK;Izegem;Flandre Occidentale;GE;GE-Revolution Evo;;
10296;168;3240;VIVALIA - CENTRE HOSPITALIER DE L'ARDENNE;Libramont-Chevigny;Luxembourg;Siemens Healthcare GmbH;SOMATOM Force;;
10297;412;3410;CENTRE HOSPITALIER REGIONAL DE LA CITADELLE;Liège;Liège;Siemens;SOMATOM GO UP;;
10299;717;6120;ZIEKENHUIS MAAS EN KEMPEN V.Z.W.;Maaseik;Limbourg;GE;GE-Revolution Evo;;
10300;77;1590;CHU BRUGMANN;Schaerbeek;Bruxelles-Capitale;Siemens;Somatom Definition AS128;;
10301;152;2960;CENTRE HOSPITALIER CHRETIEN - ST. JOSEPH;Liège;Liège;GE;BRIGHSPEED EDGE ADVANTAGE;;
10302;158;2940;CENTRE HOSPITALIER CHRETIEN;"Hermalle-Sous
-Argenteau";Liège;GE;GE-Brightspeed Elite;;
10303;332;6140;CHIREC - DELTA;Auderghem;Bruxelles-Capitale;Siemens;SIEMES-SOMATOM Definition AS;;
10304;332;6140;CHIREC - DELTA;Auderghem;Bruxelles-Capitale;Siemens;SIEMENS-SOMATOM Force;;
10305;332;6140;CHIREC - DELTA;Auderghem;Bruxelles-Capitale;Siemens;SOMATOM CONFIDENCE;;
10306;290;1630;ALGEMEEN ZIEKENHUIS ST. LUCAS;Gand;Flandre Orientale;GE;DISCOVERY 590 RT;;
10307;152;2920;CENTRE HOSPITALIER CHRETIEN - ST. JOSEPH;Saint-Nicolas;Liège;Siemens;SOMATON GO UP;;
10308;257;2980;KLINIK ST.-JOSEF;Sankt Vith;Liège;Siemens;SIEMENS-SOMATOM Definition Edge;;
10309;164;3720;VIVALIA - IFAC;Bastogne;Luxembourg;Siemens;SIEMES-SOMATOM Definition AS;;
10310;595;1860;ALGEMEEN ZIEKENHUIS NIKOLAAS;Sint-Niklaas;Flandre Orientale;GE;GE-Revolution CT;;
10311;392;6160;ALGEMEEN ZIEKENHUIS ZENO;Knokke-Heist;Flandre Occidentale;GE;GE-Revolution CT;;
10312;170;1660;ALGEMEEN ZIEKENHUIS OUDENAARDE Vzw;Oudenaarde;Flandre Orientale;Siemens;SIEMENS-SOMATOM Definition Flash;;
10313;689;2040;IMELDA ZIEKENHUIS;Bonheiden;Anvers;Siemens;SIEMES-SOMATOM Definition AS;;
10314;707;3860;CENTRE HOSPITALIER UNIVERSITAIRE SART-TILMAN;Liège;Liège;GE;GE-Revolution CT;;
10315;707;2840;CENTRE HOSPITALIER UNIVERSITAIRE SART-TILMAN;Chênée;Liège;Siemens;SOMATOM EDGE PLUS;;
10316;300;4220;UNIVERSITAIR ZIEKENHUIS ANTWERPEN;Edegem;Anvers;GE;DISCOVERY RT;;
10317;249;3160;CENTRE DE SANTE DES FAGNES;Chimay;Hainaut;CANON médical systèms corporation ;TSX-303B;;
10318;6;3300;CENTRE HOSPITALIER REGIONAL DE NAMUR;Namur;Namur;Siemens;SIEMENS-SOMATOM Perspective;;
10319;707;3860;CENTRE HOSPITALIER UNIVERSITAIRE SART-TILMAN;Liège;Liège;Siemens;SOMATOM EDGE PLUS;;
10320;332;1740;CHIREC - DELTA;Uccle;Bruxelles-Capitale;Siemens;SOMATOM CONFIDENCE;;
10321;43;1730;CLINIQUE SAINT PIERRE;Ottignies-Louvain-La-Neuve;Brabant Wallon;Siemens;SIEMENS-SOMATOM Definition Flash;;
10322;26;6170;ALGEMEEN ZIEKENHUIS ST. MAARTEN;Mechelen;Anvers;Siemens;SIEMENS - SOMATOM CONFIDENCE;;
10323;26;6170;ALGEMEEN ZIEKENHUIS ST. MAARTEN;Mechelen;Anvers;Siemens;SIEMENS-SOMATOM Force;;
10324;26;6170;ALGEMEEN ZIEKENHUIS ST. MAARTEN;Mechelen;Anvers;Siemens;SIEMENS-SOMATOM Emotion;;
10327;322;4230;UNIVERSITAIRE ZIEKENHUIZEN K.U.L.;Leuven;Brabant Flamand;Siemens;SIEMENS-SOMATOM Definition Edge;;
10328;6;3300;CENTRE HOSPITALIER REGIONAL DE NAMUR;Namur;Namur;Siemens;SIEMENS-SOMATOM Definition AS+;;
10329;300;4220;UNIVERSITAIR ZIEKENHUIS ANTWERPEN;Edegem;Anvers;GE;REVOLUTION CT;;
10334;104;1270;AZ RIVIERENLAND;Rumst;Anvers;Philips;PHILIPS-Brilliance;;
10335;104;2110;AZ RIVIERENLAND;Willebroek;Anvers;GE;GE-Optima CT540;;
10336;104;2060;AZ RIVIERENLAND;Bornem;Anvers;General Electric;GE-Revolution Evo;;
10347;117;1970;ALGEMEEN ZIEKENHUIS DELTA;Torhout;Flandre occidentale;GE;GE-Optima CT660;;
